0	100	100	100	100	100	100	100	100	100	100	100	100
13	443.3	301.3	456.3	344.8	70.7	0	486.6	279.5	351.5	342.2	82.0	0
24	520.2	354.9	529.7	389.8	46.5	0	597.9	339.7	459	395.2	76.6	0
